case_id,pool,legacy_path,current_release_status,release_path,proposed_staged_or_backlog_label,wave_completed,remaining_action,notes
CONS_0019,CONS,cases/CONS/CONS_0019,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0020,CONS,cases/CONS/CONS_0020,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0021,CONS,cases/CONS/CONS_0021,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0022,CONS,cases/CONS/CONS_0022,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0023,CONS,cases/CONS/CONS_0023,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0025,CONS,cases/CONS/CONS_0025,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0026,CONS,cases/CONS/CONS_0026,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0027,CONS,cases/CONS/CONS_0027,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0028,CONS,cases/CONS/CONS_0028,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0029,CONS,cases/CONS/CONS_0029,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0030,CONS,cases/CONS/CONS_0030,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0031,CONS,cases/CONS/CONS_0031,already_standardized_wave002,cases/CONS/CONS_0031,proposed_staged_v0,wave002,no_migration_action,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk
CONS_0032,CONS,cases/CONS/CONS_0032,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0033,CONS,cases/CONS/CONS_0033,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0034,CONS,cases/CONS/CONS_0034,already_standardized_wave002,cases/CONS/CONS_0034,proposed_staged_v0,wave002,no_migration_action,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk
CONS_0035,CONS,cases/CONS/CONS_0035,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0038,CONS,cases/CONS/CONS_0038,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0039,CONS,cases/CONS/CONS_0039,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
CONS_0040,CONS,cases/CONS/CONS_0040,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0001,PORT,cases/PORT/PORT_0001,not_yet_standardized,,manual_review_required,,classify for wave004 or later backlog/manual review,readiness=manual_review_required; batch_group=wave D: longtail/complex/manual-review cases; missing_schema;checker;validation;runs
PORT_0002,PORT,cases/PORT/PORT_0002,already_standardized_wave001,cases/PORT/PORT_0002,proposed_staged_v0,wave001,no_migration_action,readiness=staged_candidate; batch_group=wave A: low-risk staged candidates; missing_runs
PORT_0006,PORT,cases/PORT/PORT_0006,already_standardized_wave003,cases/PORT/PORT_0006,proposed_staged_v0,wave003,no_migration_action; static closeout reviewed in this packet,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk; standardized in wave003 policy-approved batch
PORT_0007,PORT,cases/PORT/PORT_0007,orphan_or_unregistered,,orphan_or_unregistered_review,,registry reconciliation required before package standardization,readiness=orphan_or_unregistered; batch_group=wave E: defer/exclude until registry reconciliation; missing_runs;legacy_registry | detected_not_in_legacy_registry
PORT_0009,PORT,cases/PORT/PORT_0009,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0010,PORT,cases/PORT/PORT_0010,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0011,PORT,cases/PORT/PORT_0011,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0014,PORT,cases/PORT/PORT_0014,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0015,PORT,cases/PORT/PORT_0015,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0016,PORT,cases/PORT/PORT_0016,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0017,PORT,cases/PORT/PORT_0017,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0018,PORT,cases/PORT/PORT_0018,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0019,PORT,cases/PORT/PORT_0019,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0020,PORT,cases/PORT/PORT_0020,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0021,PORT,cases/PORT/PORT_0021,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0023,PORT,cases/PORT/PORT_0023,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0026,PORT,cases/PORT/PORT_0026,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0027,PORT,cases/PORT/PORT_0027,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
PORT_0028,PORT,cases/PORT/PORT_0028,not_yet_standardized,,proposed_staged_v0,,classify for wave004 or later backlog/manual review,readiness=staged_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0001,LONGTAIL,cases/LONGTAIL/LONGTAIL_0001,not_yet_standardized,,manual_review_required,,classify for wave004 or later backlog/manual review,readiness=manual_review_required; batch_group=wave D: longtail/complex/manual-review cases; missing_schema;checker;validation;runs
LONGTAIL_0002,LONGTAIL,cases/LONGTAIL/LONGTAIL_0002,not_yet_standardized,,manual_review_required,,classify for wave004 or later backlog/manual review,readiness=manual_review_required; batch_group=wave C: checker/hard-negative approval needed; missing_runs
LONGTAIL_0003,LONGTAIL,cases/LONGTAIL/LONGTAIL_0003,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0004,LONGTAIL,cases/LONGTAIL/LONGTAIL_0004,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0005,LONGTAIL,cases/LONGTAIL/LONGTAIL_0005,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0006,LONGTAIL,cases/LONGTAIL/LONGTAIL_0006,orphan_or_unregistered,,orphan_or_unregistered_review,,registry reconciliation required before package standardization,readiness=orphan_or_unregistered; batch_group=wave E: defer/exclude until registry reconciliation; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker;runs;legacy_registry | detected_not_in_legacy_registry
LONGTAIL_0007,LONGTAIL,cases/LONGTAIL/LONGTAIL_0007,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0008,LONGTAIL,cases/LONGTAIL/LONGTAIL_0008,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0009,LONGTAIL,cases/LONGTAIL/LONGTAIL_0009,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0010,LONGTAIL,cases/LONGTAIL/LONGTAIL_0010,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0014,LONGTAIL,cases/LONGTAIL/LONGTAIL_0014,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0015,LONGTAIL,cases/LONGTAIL/LONGTAIL_0015,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0016,LONGTAIL,cases/LONGTAIL/LONGTAIL_0016,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0017,LONGTAIL,cases/LONGTAIL/LONGTAIL_0017,orphan_or_unregistered,,orphan_or_unregistered_review,,registry reconciliation required before package standardization,readiness=orphan_or_unregistered; batch_group=wave E: defer/exclude until registry reconciliation; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker;runs;legacy_registry | detected_not_in_legacy_registry
LONGTAIL_0018,LONGTAIL,cases/LONGTAIL/LONGTAIL_0018,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0019,LONGTAIL,cases/LONGTAIL/LONGTAIL_0019,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0020,LONGTAIL,cases/LONGTAIL/LONGTAIL_0020,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
LONGTAIL_0021,LONGTAIL,cases/LONGTAIL/LONGTAIL_0021,not_yet_standardized,,proposed_backlog_v0,,classify for wave004 or later backlog/manual review,readiness=backlog_candidate; batch_group=wave B: sanitization-needed cases; local_path_or_host_trace_risk | raw_log_debug_tmp_trace_risk | missing_checker
